;fga;fg3a;fta;per;ts_pct;usg_pct;bpm;season;player;win_pct;votes_first;points_won;points_max;award_share;g;mp_per_g;pts_per_g;trb_perg;ast_per_g;stl_per_g;blk_per_g;fg_pct;fg3_pct;ft_pct;ws;ws_per_48;all_star_votes;all_star_share;Decision
102;17.apr;1.apr;6.jan;22.feb;0.529;24.0;5.feb;1984-85;Isiah Thomas;0.5609756097560976;0.0;63.0;780.0;0.081;81.0;38.1;21.feb;4.maj;13.sep;2.mar;0.3;0.458;0.257;0.809;11.feb;0.173;527370;0.042;0.081
103;18.mar;0.1;5.maj;17.apr;0.533;25.sep;0.8;1984-85;Ralph Sampson;0.5853658536585366;0.0;26.0;780.0;0.033;82.0;37.6;22.jan;10.apr;2.jul;1.0;2.0;0.502;0.0;0.676;6.feb;0.096;457271;0.036;0.033
104;16.jan;0.0;7.feb;21.avg;0.604;24.jan;2.jul;1984-85;Calvin Natt;0.6341463414634146;0.0;22.0;780.0;0.028;78.0;34.1;23.mar;7.avg;3.jan;1.0;0.4;0.546;0.0;0.793;10.feb;0.185;0;0;0.028
105;22.apr;0.1;5.jul;21.jun;0.561;29.mar;2.apr;1984-85;Alex English;0.6341463414634146;0.0;12.0;780.0;0.015;81.0;36.1;27.sep;5.jul;4.feb;1.feb;0.6;0.518;0.2;0.829;8.sep;0.146;510853;0.04;0.015
106;15.mar;0.0;6.jul;21.jan;0.564;23.maj;3.apr;1984-85;Hakeem Olajuwon;0.5853658536585366;0.0;12.0;780.0;0.015;82.0;35.5;20.jun;11.sep;1.apr;1.feb;2.jul;0.538;0.0;0.613;10.feb;0.168;0;0;0.015
107;17.sep;1.apr;3.avg;19.avg;0.513;24.0;5.jan;1984-85;Micheal Ray Richardson;0.5121951219512195;0.0;11.0;780.0;0.014;82.0;38.1;20.jan;5.jun;8.feb;3.0;0.3;0.469;0.252;0.767;8.jul;0.134;0;0;0.014
108;13.jan;1.maj;5.jan;16.feb;0.582;23.mar;0.0;1984-85;Andrew Toney;0.7073170731707317;0.0;5.0;780.0;0.006;70.0;32.0;17.avg;2.maj;5.feb;0.9;0.3;0.492;0.371;0.862;5.maj;0.118;0;0;0.006
109;8.feb;0.0;3.mar;13.jun;0.502;14.jan;2.jan;1984-85;Mark Eaton;0.5;0.0;4.0;780.0;0.005;82.0;34.3;9.jul;11.mar;1.maj;0.4;5.jun;0.449;0.0;0.712;5.apr;0.093;0;0;0.005
110;11.jun;0.3;5.feb;17.jun;0.577;19.feb;4.apr;1984-85;Paul Pressey;0.7195121951219512;0.0;3.0;780.0;0.004;80.0;36.0;16.jan;5.apr;6.avg;1.jun;0.7;0.517;0.35;0.758;9.jun;0.16;0;0;0.004
111;13.sep;0.1;5.avg;20.apr;0.564;22.feb;4.maj;1984-85;Jack Sikma;0.3780487804878049;0.0;3.0;780.0;0.004;68.0;35.3;18.maj;10.jun;4.feb;1.feb;1.mar;0.489;0.2;0.852;8.mar;0.166;228578;0.018;0.004
112;23.mar;1.0;7.apr;20.sep;0.514;32.5;1.jan;1984-85;Dominique Wilkins;0.4146341463414634;0.0;3.0;780.0;0.004;81.0;37.3;27.apr;6.sep;2.maj;1.jul;0.7;0.451;0.309;0.806;7.jun;0.121;0;0;0.004
113;18.jul;2.jul;5.avg;19.jul;0.529;29.apr;2.maj;1984-85;World B. Free;0.43902439024390244;0.0;2.0;780.0;0.003;71.0;31.jul;22.maj;3.0;4.maj;1.jan;0.2;0.459;0.368;0.749;6.0;0.127;0;0;0.003
114;22.avg;1.sep;7.sep;18.sep;0.533;29.jan;0.3;1984-85;Purvis Short;0.2682926829268293;0.0;2.0;780.0;0.003;78.0;39.5;28.0;5.jan;3.0;1.maj;0.3;0.46;0.313;0.817;6.feb;0.097;0;0;0.003
115;14.maj;0.5;3.jul;19.jul;0.534;23.maj;5.feb;1984-85;Clyde Drexler;0.5121951219512195;0.0;1.0;780.0;0.001;80.0;31.9;17.feb;6.0;5.maj;2.feb;0.9;0.494;0.216;0.759;7.maj;0.141;0;0;0.001
116;15.avg;0.2;5.jul;20.0;0.546;26.0;3.feb;1984-85;Julius Erving;0.7073170731707317;0.0;1.0;780.0;0.001;78.0;32.5;20.0;5.mar;3.0;1.jul;1.apr;0.494;0.214;0.765;7.jun;0.144;779932;0.062;0.001
117;19.jun;2.apr;6.0;25.jun;0.58;27.jun;9.jan;1985-86;Larry Bird;0.8170731707317073;73.0;765.0;780.0;0.981;82.0;38.0;25.avg;9.avg;6.avg;2.0;0.6;0.496;0.423;0.896;15.avg;0.244;564521;0.046;0.981
118;24.mar;0.9;9.0;23.mar;0.536;32.9;3.jun;1985-86;Dominique Wilkins;0.6097560975609756;5.0;407.0;780.0;0.522;78.0;39.1;30.mar;7.sep;2.jun;1.avg;0.6;0.468;0.186;0.818;10.avg;0.17;0;0;0.522
119;12.avg;0.6;6.0;24.0;0.61;21.jun;5.sep;1985-86;Magic Johnson;0.7560975609756098;0.0;205.0;780.0;0.263;72.0;35.8;18.avg;5.sep;12.jun;1.jun;0.2;0.526;0.233;0.871;12.jan;0.226;957447;0.078;0.263
120;17.maj;0.0;7.sep;24.feb;0.56;25.jun;5.mar;1985-86;Hakeem Olajuwon;0.6219512195121951;0.0;193.0;780.0;0.247;68.0;36.3;23.maj;11.maj;2.0;2.0;3.apr;0.526;0.0;0.645;9.maj;0.186;449048;0.037;0.247
121;16.sep;0.0;5.jun;22.jul;0.603;26.jun;4.maj;1985-86;Kareem Abdul-Jabbar;0.7560975609756098;0.0;135.0;780.0;0.173;79.0;33.3;23.apr;6.jan;3.maj;0.8;1.jun;0.564;0.0;0.765;10.avg;0.197;554402;0.045;0.173
122;13.0;0.9;7.feb;22.apr;0.619;22.apr;7.sep;1985-86;Charles Barkley;0.6585365853658537;0.0;133.0;780.0;0.171;80.0;36.9;20.0;12.avg;3.sep;2.feb;1.jun;0.572;0.227;0.685;10.avg;0.176;0;0;0.171
123;13.feb;1.apr;7.sep;20.0;0.604;21.avg;5.jan;1985-86;Sidney Moncrief;0.6951219512195121;0.0;56.0;780.0;0.072;73.0;35.2;20.feb;4.jun;4.sep;1.apr;0.2;0.489;0.32;0.859;11.jul;0.219;403033;0.033;0.072
124;23.mar;0.1;7.mar;21.jul;0.562;30.maj;2.jan;1985-86;Alex English;0.573170731707317;0.0;55.0;780.0;0.071;81.0;37.3;29.avg;5.0;4.0;0.9;0.4;0.504;0.2;0.862;9.avg;0.156;351433;0.029;0.071
125;16.feb;1.jan;6.0;21.feb;0.554;24.apr;4.0;1985-86;Isiah Thomas;0.5609756097560976;0.0;28.0;780.0;0.036;77.0;36.2;20.sep;3.jun;10.avg;2.feb;0.3;0.488;0.31;0.79;8.avg;0.151;660017;0.054;0.036
126;16.avg;0.0;10.jun;20.jun;0.553;27.jun;-0.8;1985-86;Moses Malone;0.6585365853658537;0.0;21.0;780.0;0.027;74.0;36.6;23.avg;11.avg;1.feb;0.9;1.0;0.458;0.0;0.787;8.sep;0.157;662445;0.054;0.027
127;17.maj;0.0;4.sep;18.feb;0.503;27.feb;1.feb;1985-86;Terry Cummings;0.6951219512195121;0.0;9.0;780.0;0.012;82.0;32.5;19.avg;8.maj;2.apr;1.maj;0.6;0.474;0.0;0.656;7.apr;0.133;0;0;0.012
128;14.maj;0.2;4.feb;20.apr;0.613;22.jun;4.jan;1985-86;James Worthy;0.7560975609756098;0.0;7.0;780.0;0.009;75.0;32.7;20.0;5.feb;2.jul;1.jan;1.0;0.579;0.0;0.771;9.maj;0.185;0;0;0.009
129;14.apr;0.0;6.feb;21.jun;0.623;22.maj;4.jun;1985-86;Kevin McHale;0.8170731707317073;0.0;3.0;780.0;0.004;68.0;35.3;21.mar;8.jan;2.jul;0.4;2.0;0.574;0.0;0.776;11.0;0.22;0;0;0.004
130;10.maj;0.6;4.sep;18.jun;0.564;18.jun;5.mar;1985-86;Paul Pressey;0.6951219512195121;0.0;3.0;780.0;0.004;80.0;33.8;14.mar;5.0;7.avg;2.jan;0.9;0.488;0.182;0.806;9.avg;0.174;240244;0.02;0.004
131;13.mar;0.4;4.0;19.maj;0.563;20.sep;6.jun;1985-86;Alvin Robertson;0.4268292682926829;0.0;3.0;780.0;0.004;82.0;35.1;17.0;6.mar;5.maj;3.jul;0.5;0.514;0.276;0.795;8.jun;0.143;0;0;0.004
132;19.jan;0.1;10.maj;24.jun;0.629;30.0;4.sep;1985-86;Adrian Dantley;0.5121951219512195;0.0;2.0;780.0;0.003;76.0;36.1;29.avg;5.feb;3.maj;0.8;0.1;0.563;0.091;0.791;12.avg;0.223;363327;0.03;0.003
133;11.jul;0.0;5.apr;15.jan;0.565;18.jan;0.8;1985-86;Buck Williams;0.47560975609756095;0.0;2.0;780.0;0.003;82.0;37.4;15.sep;12.0;1.jun;0.9;1.feb;0.523;0.0;0.676;6.avg;0.106;0;0;0.003
134;13.jun;0.5;3.avg;14.jul;0.509;20.maj;0.7;1985-86;Dennis Johnson;0.8170731707317073;0.0;1.0;780.0;0.001;78.0;35.0;15.jun;3.apr;5.avg;1.apr;0.4;0.455;0.143;0.818;6.jul;0.118;282948;0.023;0.001
135;16.apr;0.5;7.sep;27.0;0.602;26.mar;8.jan;1986-87;Magic Johnson;0.7926829268292683;65.0;733.0;780.0;0.94;80.0;36.3;23.sep;6.mar;12.feb;1.jul;0.5;0.522;0.205;0.848;15.sep;0.263;1060892;0.057;0.94
136;27.avg;0.8;11.sep;29.avg;0.562;38.3;8.jun;1986-87;Michael Jordan;0.4878048780487805;10.0;449.0;780.0;0.576;82.0;40.0;37.1;5.feb;4.jun;2.sep;1.maj;0.482;0.182;0.857;16.sep;0.247;719143;0.039;0.576
137;20.feb;3.0;6.jan;26.apr;0.612;27.maj;9.feb;1986-87;Larry Bird;0.7195121951219512;1.0;271.0;780.0;0.347;74.0;40.6;28.jan;9.feb;7.jun;1.avg;0.9;0.525;0.4;0.91;15.feb;0.243;702440;0.038;0.347
138;17.0;0.1;6.jun;24.0;0.655;24.jan;5.feb;1986-87;Kevin McHale;0.7195121951219512;0.0;254.0;780.0;0.326;77.0;39.7;26.jan;9.sep;2.jun;0.5;2.feb;0.604;0.0;0.836;14.avg;0.232;379696;0.021;0.326
139;22.jun;1.mar;9.apr;23.maj;0.543;32.3;4.sep;1986-87;Dominique Wilkins;0.6951219512195121;0.0;128.0;780.0;0.164;79.0;37.6;29.0;6.mar;3.mar;1.maj;0.6;0.463;0.292;0.818;12.feb;0.197;383855;0.021;0.164
140;13.avg;1.maj;8.mar;25.jan;0.66;23.jan;9.feb;1986-87;Charles Barkley;0.5487804878048781;1.0;113.0;780.0;0.145;68.0;40.3;23.0;14.jun;4.sep;1.avg;1.maj;0.594;0.202;0.761;12.0;0.21;243841;0.013;0.145
141;17.avg;0.1;7.jun;23.avg;0.554;26.avg;6.jun;1986-87;Hakeem Olajuwon;0.5121951219512195;1.0;28.0;780.0;0.036;75.0;36.8;23.apr;11.apr;2.sep;1.sep;3.apr;0.508;0.2;0.702;10.sep;0.189;434294;0.023;0.036
142;16.jul;1.feb;6.apr;18.avg;0.528;25.sep;3.0;1986-87;Isiah Thomas;0.6341463414634146;0.0;17.0;780.0;0.022;81.0;37.2;20.jun;3.sep;10.0;1.sep;0.2;0.463;0.194;0.768;7.jun;0.121;666013;0.036;0.022
143;16.jul;1.jan;3.avg;20.avg;0.515;21.jan;5.jun;1986-87;Fat Lever;0.45121951219512196;0.0;11.0;780.0;0.014;82.0;37.2;18.sep;8.sep;8.0;2.maj;0.4;0.469;0.239;0.782;9.jul;0.153;286300;0.015;0.014
144;18.0;0.2;9.maj;23.avg;0.545;29.mar;1.sep;1986-87;Moses Malone;0.5121951219512195;0.0;9.0;780.0;0.012;73.0;34.1;24.jan;11.mar;1.jun;0.8;1.mar;0.454;0.0;0.824;9.apr;0.182;615089;0.033;0.012
145;11.mar;0.0;6.feb;15.jan;0.602;23.jan;-0.5;1986-87;Steve Johnson;0.5975609756097561;0.0;4.0;780.0;0.005;79.0;29.jul;16.avg;7.feb;2.0;0.6;1.0;0.556;0.0;0.698;4.apr;0.091;0;0;0.005
146;17.mar;0.1;6.jun;18.0;0.536;26.mar;1.jun;1986-87;Karl Malone;0.5365853658536586;0.0;3.0;780.0;0.004;82.0;34.8;21.jul;10.apr;1.sep;1.mar;0.7;0.512;0.0;0.598;6.sep;0.116;0;0;0.004
147;13.feb;0.0;3.sep;17.jul;0.588;19.jul;2.mar;1986-87;Robert Parish;0.7195121951219512;0.0;3.0;780.0;0.004;80.0;37.4;17.maj;10.jun;2.feb;0.8;1.avg;0.556;0.0;0.735;9.feb;0.147;251576;0.014;0.004
148;23.apr;0.2;5.sep;20.maj;0.549;29.feb;1.0;1986-87;Alex English;0.45121951219512196;0.0;2.0;780.0;0.003;82.0;37.6;28.jun;4.feb;5.jan;0.9;0.3;0.503;0.267;0.844;8.jan;0.126;410112;0.022;0.003
149;19.sep;1.sep;7.0;22.jan;0.56;31.mar;2.avg;1986-87;Mark Aguirre;0.6707317073170732;0.0;1.0;780.0;0.001;80.0;33.3;25.jul;5.mar;3.feb;1.jan;0.4;0.495;0.353;0.77;8.sep;0.16;277342;0.015;0.001
150;15.avg;0.2;5.sep;18.jan;0.569;24.mar;0.6;1986-87;Rolando Blackman;0.6707317073170732;0.0;1.0;780.0;0.001;80.0;34.5;21.0;3.maj;3.mar;0.8;0.3;0.495;0.333;0.884;8.0;0.14;255204;0.014;0.001
151;18.0;0.0;5.mar;18.apr;0.521;27.avg;0.4;1986-87;Joe Barry Carroll;0.5121951219512195;0.0;1.0;780.0;0.001;81.0;33.6;21.feb;7.mar;2.jun;1.jan;1.maj;0.472;0.0;0.787;4.jun;0.082;0;0;0.001
152;24.apr;0.6;10.maj;31.jul;0.603;34.1;12.feb;1987-88;Michael Jordan;0.6097560975609756;47.0;665.0;800.0;0.831;82.0;40.4;35.0;5.maj;5.sep;3.feb;1.jun;0.535;0.132;0.841;21.feb;0.308;1141733;0.055;0.831
153;22.0;3.jan;6.0;27.avg;0.608;30.2;8.avg;1987-88;Larry Bird;0.6951219512195121;16.0;527.0;800.0;0.659;76.0;39.0;29.sep;9.mar;6.jan;1.jun;0.8;0.527;0.414;0.916;15.0;0.243;902701;0.043;0.659
154;13.avg;0.8;6.avg;23.jan;0.581;23.apr;5.mar;1987-88;Magic Johnson;0.7560975609756098;16.0;508.0;800.0;0.635;72.0;36.6;19.jun;6.feb;11.sep;1.jun;0.2;0.492;0.196;0.853;10.sep;0.199;949304;0.045;0.635
155;16.0;2.0;11.sep;27.jun;0.665;26.jul;9.0;1987-88;Charles Barkley;0.43902439024390244;1.0;109.0;800.0;0.136;80.0;39.6;28.mar;11.sep;3.feb;1.mar;1.mar;0.587;0.28;0.751;16.jul;0.253;479176;0.023;0.136
156;20.jul;0.6;7.feb;24.jan;0.564;28.0;7.apr;1987-88;Clyde Drexler;0.6463414634146342;0.0;86.0;800.0;0.108;81.0;37.8;27.0;6.jun;5.avg;2.maj;0.6;0.506;0.212;0.811;13.feb;0.207;321679;0.015;0.108
157;25.jan;1.jul;8.apr;23.jul;0.534;35.2;2.sep;1987-88;Dominique Wilkins;0.6097560975609756;0.0;55.0;800.0;0.069;78.0;37.8;30.jul;6.apr;2.sep;1.mar;0.6;0.464;0.295;0.826;9.avg;0.16;1029131;0.049;0.069
158;17.maj;0.1;6.sep;23.apr;0.555;26.maj;5.0;1987-88;Hakeem Olajuwon;0.5609756097560976;0.0;40.0;800.0;0.05;79.0;35.8;22.avg;12.jan;2.jan;2.jan;2.jul;0.514;0.0;0.695;10.jul;0.182;792148;0.038;0.05
159;20.jan;0.1;9.jun;20.jul;0.568;29.jul;2.maj;1987-88;Karl Malone;0.573170731707317;0.0;36.0;800.0;0.045;82.0;39.0;27.jul;12.0;2.apr;1.apr;0.6;0.52;0.0;0.7;10.jan;0.152;337266;0.016;0.045
160;16.jun;0.7;3.sep;20.maj;0.516;21.apr;6.jan;1987-88;Fat Lever;0.6585365853658537;0.0;26.0;800.0;0.033;82.0;37.3;18.sep;8.jan;7.avg;2.jul;0.3;0.473;0.211;0.785;10.apr;0.163;283252;0.014;0.033
161;9.jun;0.8;4.0;23.feb;0.645;17.feb;3.sep;1987-88;John Stockton;0.573170731707317;0.0;15.0;800.0;0.019;82.0;34.7;14.jul;2.sep;13.avg;3.0;0.2;0.574;0.358;0.84;14.jan;0.238;0;0;0.019
162;21.mar;0.1;4.jul;19.avg;0.535;28.apr;1.apr;1987-88;Alex English;0.6585365853658537;0.0;4.0;800.0;0.005;80.0;35.2;25.0;4.jul;4.jul;0.9;0.3;0.495;0.0;0.828;7.jun;0.129;343348;0.016;0.005
163;16.jun;1.feb;4.sep;18.feb;0.521;25.apr;2.maj;1987-88;Isiah Thomas;0.6585365853658537;0.0;3.0;800.0;0.004;81.0;36.1;19.maj;3.apr;8.apr;1.jul;0.2;0.463;0.309;0.774;7.jun;0.124;713173;0.034;0.004
164;12.apr;1.maj;3.feb;15.jul;0.493;17.mar;2.avg;1987-88;Mark Jackson;0.4634146341463415;0.0;2.0;800.0;0.003;82.0;39.6;13.jun;4.avg;10.jun;2.maj;0.1;0.432;0.254;0.774;7.jun;0.113;0;0;0.003
165;11.mar;4.jun;2.apr;15.jun;0.56;16.feb;2.feb;1987-88;Michael Adams;0.6585365853658537;0.0;1.0;800.0;0.001;82.0;33.9;13.sep;2.jul;6.jan;2.0;0.2;0.449;0.367;0.834;7.maj;0.13;0;0;0.001
166;20.apr;2.feb;6.maj;21.sep;0.539;31.6;3.jan;1987-88;Mark Aguirre;0.6463414634146342;0.0;1.0;800.0;0.001;77.0;33.9;25.jan;5.jun;3.jun;0.9;0.7;0.475;0.302;0.77;8.avg;0.163;339337;0.016;0.001
167;12.maj;0.0;8.mar;19.sep;0.619;24.feb;2.0;1987-88;Adrian Dantley;0.6585365853658537;0.0;1.0;800.0;0.001;69.0;31.jan;20.0;3.mar;2.maj;0.6;0.1;0.514;0.0;0.86;9.apr;0.21;360290;0.017;0.001
168;11.sep;0.0;7.apr;18.feb;0.603;20.0;1.mar;1987-88;Buck Williams;0.23170731707317074;0.0;1.0;800.0;0.001;70.0;37.7;18.mar;11.sep;1.jun;1.0;0.6;0.56;1.0;0.668;7.jun;0.138;0;0;0.001
169;14.avg;2.apr;7.mar;26.sep;0.625;24.mar;9.mar;1988-89;Magic Johnson;0.6951219512195121;42.5;664.5;850.0;0.782;77.0;37.5;22.maj;7.sep;12.avg;1.avg;0.3;0.509;0.314;0.911;16.jan;0.267;1022122;0.048;0.782
170;22.feb;1.feb;9.avg;31.jan;0.614;32.1;12.jun;1988-89;Michael Jordan;0.573170731707317;27.maj;598.8;850.0;0.704;81.0;40.2;32.5;8.0;8.0;2.sep;0.8;0.538;0.276;0.85;19.avg;0.292;1121285;0.053;0.704
171;19.maj;0.2;11.maj;24.apr;0.592;30.apr;6.jan;1988-89;Karl Malone;0.6219512195121951;5.0;362.0;850.0;0.426;80.0;39.1;29.jan;10.jul;2.jul;1.avg;0.9;0.519;0.313;0.766;15.feb;0.233;499963;0.024;0.426
172;16.0;0.1;6.jan;22.jan;0.607;23.jun;4.jul;1988-89;Patrick Ewing;0.6341463414634146;8.0;200.0;850.0;0.235;80.0;36.2;22.jul;9.mar;2.apr;1.maj;3.maj;0.567;0.0;0.746;10.sep;0.181;0;0;0.235
173;19.0;0.1;8.0;25.feb;0.552;28.feb;5.apr;1988-89;Hakeem Olajuwon;0.5487804878048781;2.0;179.3;850.0;0.211;82.0;36.9;24.avg;13.maj;1.avg;2.jun;3.apr;0.508;0.0;0.696;12.apr;0.197;831339;0.039;0.211
174;15.mar;2.jan;10.jan;27.0;0.653;24.apr;9.avg;1988-89;Charles Barkley;0.5609756097560976;0.0;94.3;850.0;0.111;79.0;39.1;25.avg;12.maj;4.jan;1.jun;0.8;0.579;0.216;0.753;16.jan;0.25;687785;0.033;0.111
175;11.mar;0.8;5.maj;22.sep;0.624;19.jan;4.avg;1988-89;John Stockton;0.6219512195121951;0.0;28.0;850.0;0.033;82.0;38.7;17.jan;3.0;13.jun;3.feb;0.2;0.538;0.242;0.863;15.jun;0.236;241117;0.011;0.033
176;13.sep;0.3;7.jan;20.maj;0.597;21.feb;3.maj;1988-89;Kevin Johnson;0.6707317073170732;0.0;22.0;850.0;0.026;81.0;39.2;20.apr;4.feb;12.feb;1.jul;0.3;0.505;0.091;0.882;12.feb;0.184;275556;0.013;0.026
177;20.mar;1.jan;7.apr;19.mar;0.547;28.feb;1.feb;1988-89;Tom Chambers;0.6707317073170732;0.0;20.0;850.0;0.024;81.0;37.1;25.jul;8.apr;2.sep;1.jan;0.7;0.471;0.326;0.851;9.feb;0.146;0;0;0.024
178;13.apr;2.avg;3.sep;20.jun;0.623;21.0;3.maj;1988-89;Mark Price;0.6951219512195121;0.0;18.0;850.0;0.021;75.0;36.4;18.sep;3.0;8.apr;1.maj;0.1;0.526;0.441;0.901;11.mar;0.199;0;0;0.021
179;13.0;0.0;6.jul;18.maj;0.594;22.feb;2.jun;1988-89;Brad Daugherty;0.6951219512195121;0.0;4.0;850.0;0.005;78.0;36.2;18.sep;9.feb;3.jul;0.8;0.5;0.538;0.333;0.737;9.jun;0.164;0;0;0.005
180;13.jan;0.0;5.jan;21.jun;0.607;20.sep;4.feb;1988-89;Robert Parish;0.5121951219512195;0.0;4.0;850.0;0.005;80.0;35.5;18.jun;12.maj;2.feb;1.0;1.maj;0.57;0.0;0.719;10.maj;0.177;342373;0.016;0.005
181;5.0;0.0;2.apr;10.jun;0.513;9.feb;3.0;1988-89;Mark Eaton;0.6219512195121951;0.0;3.0;850.0;0.004;82.0;35.5;6.feb;10.mar;1.0;0.5;3.avg;0.462;0.0;0.66;6.jun;0.108;267646;0.013;0.004
182;13.maj;0.1;8.avg;21.feb;0.581;23.apr;2.jan;1988-89;Moses Malone;0.6341463414634146;0.0;3.0;850.0;0.004;81.0;35.5;20.feb;11.avg;1.apr;1.0;1.feb;0.491;0.0;0.789;10.jul;0.178;601520;0.028;0.004
183;19.sep;1.feb;6.jul;21.sep;0.581;26.jun;3.jul;1988-89;Chris Mullin;0.524390243902439;0.0;3.0;850.0;0.004;82.0;37.7;26.maj;5.sep;5.jan;2.jan;0.5;0.509;0.23;0.892;10.jun;0.165;0;0;0.004
184;12.jun;0.1;4.jun;19.sep;0.59;19.sep;4.0;1988-89;Larry Nance;0.6951219512195121;0.0;3.0;850.0;0.004;73.0;34.6;17.feb;8.0;2.feb;0.8;2.avg;0.539;0.0;0.799;10.mar;0.197;350433;0.017;0.004
185;19.maj;0.2;5.avg;19.jul;0.518;28.sep;1.jul;1988-89;Terry Cummings;0.5975609756097561;0.0;1.0;850.0;0.001;80.0;35.3;22.sep;8.jan;2.maj;1.mar;0.9;0.467;0.467;0.787;7.jul;0.131;0;0;0.001
186;13.jan;0.4;4.apr;16.avg;0.571;21.jun;1.jan;1988-89;Joe Dumars;0.7682926829268293;0.0;1.0;850.0;0.001;69.0;34.9;17.feb;2.maj;5.jul;0.9;0.1;0.505;0.483;0.85;7.0;0.14;0;0;0.001
187;15.mar;1.maj;4.apr;17.jan;0.528;24.jun;2.feb;1988-89;Isiah Thomas;0.7682926829268293;0.0;1.0;850.0;0.001;80.0;36.6;18.feb;3.apr;8.mar;1.jul;0.3;0.464;0.273;0.818;7.0;0.115;666895;0.032;0.001
188;14.apr;3.maj;8.jan;26.jun;0.622;24.avg;9.maj;1989-90;Magic Johnson;0.7682926829268293;27.0;636.0;920.0;0.691;79.0;37.2;22.mar;6.jun;11.maj;1.jul;0.4;0.48;0.384;0.89;16.maj;0.27;856751;0.049;0.691
189;14.sep;1.feb;9.apr;27.jan;0.661;24.0;9.avg;1989-90;Charles Barkley;0.6463414634146342;38.0;614.0;920.0;0.667;79.0;39.1;25.feb;11.maj;3.sep;1.sep;0.6;0.6;0.217;0.749;17.mar;0.269;486526;0.028;0.667
190;24.0;3.0;8.maj;31.2;0.606;33.7;10.jun;1989-90;Michael Jordan;0.6707317073170732;21.0;564.0;920.0;0.613;82.0;39.0;33.6;6.sep;6.mar;2.avg;0.7;0.526;0.376;0.848;19.0;0.285;1003062;0.058;0.613
191;19.avg;0.5;11.jan;27.feb;0.626;32.6;6.jun;1989-90;Karl Malone;0.6707317073170732;2.0;214.0;920.0;0.233;82.0;38.1;31.0;11.jan;2.avg;1.maj;0.6;0.562;0.372;0.762;15.sep;0.245;760168;0.044;0.233
192;20.apr;0.0;7.sep;25.avg;0.599;29.apr;4.jun;1989-90;Patrick Ewing;0.5487804878048781;1.0;162.0;920.0;0.176;82.0;38.6;28.jun;10.sep;2.feb;1.0;4.0;0.551;0.25;0.775;13.maj;0.205;382833;0.022;0.176
193;15.sep;0.0;10.feb;26.mar;0.597;26.jun;6.maj;1989-90;David Robinson;0.6829268292682927;2.0;102.0;920.0;0.111;82.0;36.6;24.mar;12.0;2.0;1.jul;3.sep;0.531;0.0;0.732;15.jan;0.241;0;0;0.111
194;19.jun;0.1;6.maj;24.jan;0.541;28.jan;5.sep;1989-90;Hakeem Olajuwon;0.5;1.0;64.0;920.0;0.07;82.0;38.1;24.mar;14.0;2.sep;2.jan;4.jun;0.501;0.167;0.713;11.feb;0.173;670472;0.039;0.07
195;20.0;1.jan;8.0;20.sep;0.579;28.avg;1.avg;1989-90;Tom Chambers;0.6585365853658537;0.0;12.0;920.0;0.013;81.0;37.6;27.feb;7.0;2.mar;1.jan;0.6;0.501;0.279;0.861;11.feb;0.176;0;0;0.013
196;11.avg;1.apr;5.maj;23.sep;0.607;20.jun;4.feb;1989-90;John Stockton;0.6707317073170732;0.0;9.0;920.0;0.01;78.0;37.4;17.feb;2.jun;14.maj;2.jul;0.2;0.514;0.416;0.819;14.apr;0.238;353126;0.02;0.01
